"date"
"06-Oct-2020 5:04:22 PM PDT"
"12-May-2020 12:04:30 AM PDT"
"05-Feb-2018 5:10:09 PM PST"
"05-Nov-2017 4:49:15 PM PST"
"20-Sep-2018 7:36:51 PM PDT"
"16-Sep-2018 10:50:41 AM PDT"
"15-Mar-2019 12:31:40 PM PDT"
"08-Oct-2020 6:01:15 PM PDT"
"04-Mar-2019 3:59:57 PM PST"
"06-Nov-2017 1:52:24 PM PST"
"06-Jan-2018 12:52:55 PM PST"
"10-Feb-2019 5:24:09 PM PST"
"02-Dec-2018 2:45:12 PM PST"
"25-Jan-2018 9:31:36 AM PST"
"06-Nov-2017 1:51:56 PM PST"
"23-Feb-2018 8:03:47 AM PST"
"18-Jun-2018 9:46:59 AM PDT"
"12-May-2018 8:09:10 PM PDT"
"03-Mar-2019 12:31:28 PM PST"
"29-Jul-2019 7:55:03 PM PDT"
"12-May-2018 3:25:28 PM PDT"
"15-Aug-2018 1:17:25 PM PDT"
"04-Nov-2017 10:35:58 PM PDT"
"11-Jan-2019 12:36:09 AM PST"
"09-May-2020 8:36:50 PM PDT"
"21-Nov-2017 7:49:02 PM PST"
"20-May-2020 4:08:08 PM PDT"
"05-Apr-2018 9:27:29 PM PDT"
"21-Nov-2017 5:18:17 PM PST"
"19-Dec-2019 9:36:17 AM PST"
"13-May-2020 3:31:54 PM PDT"
"07-Nov-2017 3:43:57 PM PST"
"14-Jul-2019 7:07:09 PM PDT"
"25-Jun-2020 7:53:42 PM PDT"
"28-Mar-2019 1:58:29 PM PDT"
"31-Jan-2018 6:54:16 PM PST"
"10-Sep-2020 6:30:17 PM PDT"
"06-Mar-2018 8:11:45 AM PST"
"05-Mar-2018 9:48:51 PM PST"
"15-Feb-2019 3:17:48 AM PST"
"06-Oct-2020 1:20:24 PM PDT"
"28-Aug-2018 10:34:00 AM PDT"
"17-Jul-2019 11:25:38 PM PDT"
"14-Dec-2019 7:47:09 PM PST"
"28-Mar-2019 1:35:26 PM PDT"
"13-Nov-2019 2:09:44 PM PST"
"18-Feb-2019 1:10:02 PM PST"
"15-Jun-2018 3:43:38 PM PDT"
"06-Dec-2017 9:02:52 PM PST"
"22-Jul-2019 8:48:38 AM PDT"
"02-Jul-2018 11:26:13 PM PDT"
"18-Apr-2019 12:52:02 PM PDT"
"14-Mar-2019 9:28:40 PM PDT"
"28-Mar-2020 12:18:02 PM PDT"
"08-Oct-2018 10:53:20 AM PDT"
"19-Jul-2020 10:38:53 AM PDT"
"04-Nov-2018 10:16:23 AM PST"
"06-Sep-2018 2:00:31 PM PDT"
"11-May-2020 9:43:16 AM PDT"
"07-Dec-2017 6:35:19 PM PST"
"06-Jan-2019 9:32:35 AM PST"
"28-Mar-2019 1:33:12 PM PDT"
"06-Jan-2019 6:27:48 PM PST"
"03-Dec-2019 4:59:46 PM PST"
"10-Aug-2018 9:15:09 AM PDT"
"04-Apr-2018 3:43:17 PM PDT"
"28-Mar-2018 7:27:50 PM PDT"
"09-Mar-2019 6:34:28 PM PST"
"02-Mar-2019 9:40:38 PM PST"
"22-Jan-2020 10:47:46 PM PST"
"17-Dec-2019 1:23:02 PM PST"
"20-Mar-2018 9:52:37 PM PDT"
"19-Nov-2019 2:44:28 PM PST"
"27-Sep-2018 4:33:11 PM PDT"
"02-May-2020 10:45:54 AM PDT"
"28-Aug-2018 1:52:50 PM PDT"
"18-Jun-2018 5:19:33 PM PDT"
"04-Dec-2017 7:12:51 PM PST"
"10-Nov-2018 12:36:04 PM PST"
"21-Apr-2018 10:01:36 AM PDT"
"27-Jul-2018 10:25:43 AM PDT"
"27-Jun-2018 4:36:18 PM PDT"
"16-Dec-2019 1:37:38 PM PST"
"17-May-2020 3:01:54 PM PDT"
"11-Apr-2020 7:37:58 PM PDT"
"15-Aug-2018 4:24:09 PM PDT"
"30-May-2020 9:37:58 AM PDT"
"23-Feb-2018 4:22:52 PM PST"
"04-Apr-2018 6:45:45 PM PDT"
"11-Jun-2020 11:38:04 AM PDT"
"11-Nov-2019 9:56:06 AM PST"
"12-Apr-2018 2:14:11 PM PDT"
"20-Jun-2018 6:22:46 PM PDT"
"19-Sep-2018 3:07:38 PM PDT"
"31-Aug-2018 10:07:41 PM PDT"
"23-May-2019 7:23:51 PM PDT"
"11-Apr-2020 7:36:47 PM PDT"
"10-Apr-2018 12:16:11 PM PDT"
"08-Mar-2018 4:54:15 PM PST"
"23-Dec-2017 12:31:44 PM PST"
"08-Oct-2020 5:59:51 PM PDT"
"10-Jun-2018 9:27:44 PM PDT"
"08-Sep-2020 11:58:26 AM PDT"
"10-Apr-2020 2:10:12 PM PDT"
"03-Dec-2018 6:12:29 PM PST"
"12-Jun-2018 10:09:15 AM PDT"
"26-Feb-2019 9:03:26 PM PST"
"10-Mar-2019 9:48:58 PM PDT"
"07-Dec-2019 9:10:15 AM PST"
"31-Aug-2018 6:52:51 PM PDT"
"23-Mar-2019 5:08:07 PM PDT"
"02-Mar-2019 9:59:26 PM PST"
"19-Jul-2020 7:55:35 PM PDT"
"01-Aug-2018 11:06:23 AM PDT"
"21-May-2020 9:48:12 AM PDT"
"11-Nov-2019 2:55:38 PM PST"
"28-Aug-2018 9:56:22 AM PDT"
"18-Oct-2020 9:13:02 AM PDT"
"25-Mar-2019 2:40:24 PM PDT"
"13-Jan-2018 7:33:44 PM PST"
"03-Apr-2018 5:49:59 PM PDT"
"14-Apr-2020 11:09:31 AM PDT"
"19-Dec-2017 2:44:41 PM PST"
"20-Sep-2018 10:53:45 AM PDT"
"27-Sep-2018 9:01:44 PM PDT"
"06-May-2020 8:40:16 PM PDT"
"09-Nov-2018 3:32:17 PM PST"
"11-Aug-2018 12:21:45 PM PDT"
"20-Sep-2018 10:46:54 AM PDT"
"09-Dec-2017 10:45:57 AM PST"
"19-Dec-2019 1:04:18 PM PST"
"17-Apr-2020 4:16:32 PM PDT"
"15-May-2018 8:51:58 AM PDT"
"10-Dec-2018 11:47:08 AM PST"
"24-Jul-2018 11:11:27 AM PDT"
"17-Oct-2020 10:01:04 PM PDT"
"07-Mar-2019 8:28:54 PM PST"
"25-Apr-2019 6:20:28 PM PDT"
"10-Sep-2018 1:02:33 PM PDT"
"07-Apr-2018 10:15:40 PM PDT"
"18-Jun-2018 10:22:24 AM PDT"
"09-Jul-2019 10:38:12 AM PDT"
"15-Aug-2018 4:52:10 PM PDT"
"28-Aug-2018 4:14:35 PM PDT"
"05-Nov-2018 10:09:41 PM PST"
"12-Feb-2020 1:58:46 PM PST"
"30-Jan-2020 12:54:37 PM PST"
"12-May-2020 12:54:07 PM PDT"
"12-Nov-2018 8:50:47 PM PST"
"02-Nov-2018 2:42:49 PM PDT"
"30-Jul-2019 10:34:14 AM PDT"
"04-Nov-2017 10:06:58 PM PDT"
"28-Jul-2018 11:39:58 AM PDT"
"29-Dec-2019 9:06:15 AM PST"
"14-Aug-2018 4:05:52 PM PDT"
"11-Jun-2020 7:59:42 AM PDT"
"30-Aug-2018 3:52:12 PM PDT"
"03-Oct-2018 8:29:47 PM PDT"
"24-Feb-2019 10:57:24 AM PST"
"20-Apr-2018 7:12:34 PM PDT"
"11-Apr-2018 4:32:17 PM PDT"
"21-Dec-2017 5:03:57 PM PST"
"17-Sep-2018 5:54:01 PM PDT"
"13-Apr-2020 5:30:44 PM PDT"
"09-May-2020 12:46:09 AM PDT"
"13-Dec-2017 9:38:12 PM PST"
"19-Dec-2017 8:12:54 PM PST"
"04-Nov-2017 10:10:37 PM PDT"
"02-Nov-2017 12:06:41 AM PDT"
"30-Aug-2018 4:56:13 PM PDT"
"04-Feb-2020 10:34:58 PM PST"
"23-Nov-2017 10:55:52 PM PST"
"09-Mar-2018 3:24:20 AM PST"
"05-Aug-2018 1:12:52 PM PDT"
"17-Mar-2018 5:44:01 PM PDT"
"16-Aug-2018 9:33:17 AM PDT"
"03-Mar-2019 4:11:23 PM PST"
"20-Mar-2019 8:32:53 PM PDT"
"19-Dec-2018 3:14:15 PM PST"
"18-Sep-2018 3:17:25 PM PDT"
"03-Oct-2018 1:42:03 PM PDT"
"10-Sep-2020 6:42:25 PM PDT"
"21-Dec-2017 9:44:47 PM PST"
"02-Sep-2018 12:15:35 PM PDT"
"28-Aug-2018 4:29:20 PM PDT"
"07-Nov-2018 2:03:49 PM PST"
"06-May-2020 8:37:53 AM PDT"
"18-Feb-2019 10:57:32 AM PST"
"07-Feb-2018 4:17:01 PM PST"
"28-Mar-2019 11:19:54 AM PDT"
"23-Jul-2019 3:35:02 PM PDT"
"27-Jun-2018 4:46:49 PM PDT"
"30-Jul-2018 1:57:32 PM PDT"
"14-Dec-2019 7:21:02 PM PST"
"27-Jan-2018 5:32:17 PM PST"
"08-May-2020 7:23:58 AM PDT"
"02-May-2020 12:02:41 PM PDT"
"12-Feb-2019 8:48:10 AM PST"
"20-Feb-2019 8:15:39 AM PST"
"14-Mar-2019 1:21:22 PM PDT"
"27-Jun-2018 10:31:43 AM PDT"
"11-Nov-2018 11:39:14 AM PST"
"04-Apr-2018 1:05:21 PM PDT"
"28-Dec-2019 10:30:29 AM PST"
"05-Feb-2018 5:06:53 PM PST"
"28-Apr-2020 7:07:26 PM PDT"
"12-Feb-2020 8:56:44 AM PST"
"02-Jul-2020 6:35:55 PM PDT"
"07-Apr-2018 11:33:58 AM PDT"
"10-Aug-2018 9:44:55 AM PDT"
"12-Dec-2018 2:31:38 PM PST"
"11-Feb-2018 11:47:56 AM PST"
"25-Apr-2018 5:18:54 PM PDT"
"26-May-2020 8:05:02 PM PDT"
"15-Apr-2020 10:48:57 AM PDT"
"18-Apr-2020 10:30:12 AM PDT"
"30-Jul-2018 6:18:34 PM PDT"
"29-Jul-2019 7:56:35 PM PDT"
"17-Sep-2018 3:05:33 PM PDT"
"26-Mar-2019 2:39:08 PM PDT"
"30-Jul-2020 9:25:50 AM PDT"
"11-Sep-2018 4:26:28 PM PDT"
"19-Sep-2018 5:32:42 PM PDT"
"13-Jan-2018 7:48:01 PM PST"
"30-Nov-2017 8:42:25 PM PST"
"15-May-2020 4:39:50 PM PDT"
"06-Apr-2018 12:48:46 PM PDT"
"19-Aug-2018 9:16:39 PM PDT"
"18-Dec-2019 7:52:52 PM PST"
"20-Mar-2019 1:55:42 PM PDT"
"10-Mar-2018 3:19:23 PM PST"
"05-Apr-2018 9:22:15 PM PDT"
